endpoint,state,zipcode
familyPreMedicareR3,California,95646
familyPreMedicareR3,California,93512
familyPreMedicareR3,California,94503
familyPreMedicareR3,California,95914
familyPreMedicareR3,California,93623
familyPreMedicareR3,California,95602
familyPreMedicareR3,California,94102
familyPreMedicareR3,California,94501
familyPreMedicareR3,California,95201
familyPreMedicareR3,California,93401
familyPreMedicareR3,Colorado,81321
familyPreMedicareR3,Colorado,80001
familyPreMedicareR3,Colorado,80010
familyPreMedicareR3,Colorado,81610
familyPreMedicareR3,Colorado,80429
familyPreMedicareR3,Colorado,81410
familyPreMedicareR3,Colorado,81021
familyPreMedicareR3,Colorado,81041
familyPreMedicareR3,Colorado,80737
familyPreMedicareR3,Colorado,80805
familyPreMedicareR3,Colorado,80424
familyPreMedicareR3,Colorado,80436
familyPreMedicareR3,Colorado,81325
familyPreMedicareR3,Colorado,81252
familyPreMedicareR3,Colorado,81123
familyPreMedicareR3,Colorado,81122
familyPreMedicareR3,Colorado,80430
familyPreMedicareR3,Colorado,81433
familyPreMedicareR3,Colorado,81601
familyPreMedicareR3,Colorado,80720
familyPreMedicareR3,Colorado,80442
familyPreMedicareR3,Colorado,80019
familyPreMedicareR3,Colorado,80201
familyPreMedicareR3,Colorado,80025
familyPreMedicareR3,Colorado,81401
familyPreMedicareR3,Colorado,81030
familyPreMedicareR3,Colorado,81101
familyPreMedicareR3,Colorado,80106
familyPreMedicareR3,Colorado,81121
familyPreMedicareR3,Colorado,81038
familyPreMedicareR3,Colorado,81501
familyPreMedicareR3,Colorado,80802
familyPreMedicareR3,Colorado,80721
familyPreMedicareR3,Colorado,81427
familyPreMedicareR3,Colorado,80722
familyPreMedicareR3,Colorado,80423
familyPreMedicareR3,Colorado,81641
familyPreMedicareR3,Colorado,80504
familyPreMedicareR3,Colorado,81132
familyPreMedicareR3,Colorado,80020
familyPreMedicareR3,Colorado,80101
familyPreMedicareR3,Colorado,80104
familyPreMedicareR3,Colorado,80804
familyPreMedicareR3,Colorado,80428
familyPreMedicareR3,Colorado,81040
familyPreMedicareR3,Colorado,81320
familyPreMedicareR3,Colorado,81020
familyPreMedicareR3,Colorado,81201
familyPreMedicareR3,Colorado,81611
familyPreMedicareR3,Colorado,80649
familyPreMedicareR3,Colorado,81130
familyPreMedicareR3,Colorado,80511
familyPreMedicareR3,Colorado,81125
familyPreMedicareR3,Colorado,80422
familyPreMedicareR3,Colorado,81033
familyPreMedicareR3,Colorado,80813
familyPreMedicareR3,Colorado,81210
familyPreMedicareR3,Colorado,81029
familyPreMedicareR3,Colorado,80727
familyPreMedicareR3,Colorado,81235
familyPreMedicareR3,Colorado,81001
familyPreMedicareR3,Colorado,81120
familyPreMedicareR3,Colorado,80420
familyPreMedicareR3,Colorado,81212
familyPreMedicareR3,Connecticut,6249
familyPreMedicareR3,Connecticut,6409
familyPreMedicareR3,Connecticut,6404
familyPreMedicareR3,Connecticut,6018
familyPreMedicareR3,Connecticut,6001
familyPreMedicareR3,Connecticut,6226
familyPreMedicareR3,Connecticut,6401
familyPreMedicareR3,Connecticut,6029
familyPreMedicareR3,Dist of Columbia,20001
familyPreMedicareR3,Delaware,19701
familyPreMedicareR3,Delaware,19901
familyPreMedicareR3,Delaware,19930
familyPreMedicareR3,Florida,32003
familyPreMedicareR3,Florida,32336
familyPreMedicareR3,Florida,34601
familyPreMedicareR3,Florida,32004
familyPreMedicareR3,Florida,32754
familyPreMedicareR3,Florida,32621
familyPreMedicareR3,Florida,32301
familyPreMedicareR3,Florida,34972
familyPreMedicareR3,Florida,32420
familyPreMedicareR3,Florida,32326
familyPreMedicareR3,Florida,32013
familyPreMedicareR3,Florida,33455
familyPreMedicareR3,Florida,33901
familyPreMedicareR3,Florida,32425
familyPreMedicareR3,Florida,34223
familyPreMedicareR3,Florida,32701
familyPreMedicareR3,Florida,34423
familyPreMedicareR3,Florida,32099
familyPreMedicareR3,Florida,32421
familyPreMedicareR3,Florida,33004
familyPreMedicareR3,Florida,32401
familyPreMedicareR3,Florida,32531
familyPreMedicareR3,Florida,32111
familyPreMedicareR3,Florida,33401
familyPreMedicareR3,Florida,33801
familyPreMedicareR3,Florida,32052
familyPreMedicareR3,Florida,32601
familyPreMedicareR3,Florida,32456
familyPreMedicareR3,Florida,33834
familyPreMedicareR3,Florida,34945
familyPreMedicareR3,Florida,33002
familyPreMedicareR3,Florida,32324
familyPreMedicareR3,Florida,33701
familyPreMedicareR3,Florida,32008
familyPreMedicareR3,Florida,32105
familyPreMedicareR3,Florida,32042
familyPreMedicareR3,Florida,32321
familyPreMedicareR3,Florida,32102
familyPreMedicareR3,Florida,32948
familyPreMedicareR3,Florida,32026
familyPreMedicareR3,Florida,33001
familyPreMedicareR3,Florida,32530
familyPreMedicareR3,Florida,33503
familyPreMedicareR3,Florida,34265
familyPreMedicareR3,Florida,34201
familyPreMedicareR3,Florida,32040
familyPreMedicareR3,Florida,32007
familyPreMedicareR3,Florida,32024
familyPreMedicareR3,Florida,32703
familyPreMedicareR3,Florida,32110
familyPreMedicareR3,Florida,32320
familyPreMedicareR3,Florida,33825
familyPreMedicareR3,Florida,32628
familyPreMedicareR3,Florida,33523
familyPreMedicareR3,Florida,32619
familyPreMedicareR3,Florida,32501
familyPreMedicareR3,Florida,32009
familyPreMedicareR3,Florida,32347
familyPreMedicareR3,Florida,33848
familyPreMedicareR3,Florida,33471
familyPreMedicareR3,Florida,32059
familyPreMedicareR3,Florida,33927
familyPreMedicareR3,Florida,32162
familyPreMedicareR3,Florida,32422
familyPreMedicareR3,Florida,33440
familyPreMedicareR3,Florida,34101
familyPreMedicareR3,Florida,32427
familyPreMedicareR3,Georgia,30002
familyPreMedicareR3,Georgia,30104
familyPreMedicareR3,Georgia,31512
familyPreMedicareR3,Georgia,30401
familyPreMedicareR3,Georgia,30414
familyPreMedicareR3,Georgia,30143
familyPreMedicareR3,Georgia,30285
familyPreMedicareR3,Georgia,30102
familyPreMedicareR3,Georgia,30533
familyPreMedicareR3,Georgia,31760
familyPreMedicareR3,Georgia,30105
familyPreMedicareR3,Georgia,31601
familyPreMedicareR3,Georgia,31805
familyPreMedicareR3,Georgia,30710
familyPreMedicareR3,Georgia,39845
familyPreMedicareR3,Georgia,31018
familyPreMedicareR3,Georgia,31303
familyPreMedicareR3,Georgia,31308
familyPreMedicareR3,Georgia,30730
familyPreMedicareR3,Georgia,30601
familyPreMedicareR3,Georgia,30812
familyPreMedicareR3,Georgia,31055
familyPreMedicareR3,Georgia,31532
familyPreMedicareR3,Georgia,31624
familyPreMedicareR3,Georgia,30522
familyPreMedicareR3,Georgia,30011
familyPreMedicareR3,Georgia,31714
familyPreMedicareR3,Georgia,30810
familyPreMedicareR3,Georgia,31814
familyPreMedicareR3,Georgia,30623
familyPreMedicareR3,Georgia,31017
familyPreMedicareR3,Georgia,30055
familyPreMedicareR3,Georgia,30012
familyPreMedicareR3,Georgia,31058
familyPreMedicareR3,Georgia,31010
familyPreMedicareR3,Georgia,30511
familyPreMedicareR3,Georgia,31520
familyPreMedicareR3,Georgia,30228
familyPreMedicareR3,Georgia,30004
familyPreMedicareR3,Georgia,30534
familyPreMedicareR3,Georgia,30439
familyPreMedicareR3,Georgia,39827
familyPreMedicareR3,Georgia,31547
familyPreMedicareR3,Georgia,30528
familyPreMedicareR3,Georgia,31034
familyPreMedicareR3,Georgia,31622
familyPreMedicareR3,Georgia,30631
familyPreMedicareR3,Georgia,39837
familyPreMedicareR3,Georgia,30420
familyPreMedicareR3,Georgia,31801
familyPreMedicareR3,Georgia,31008
familyPreMedicareR3,Georgia,30206
familyPreMedicareR3,Georgia,30028
familyPreMedicareR3,Georgia,30516
familyPreMedicareR3,Georgia,39854
familyPreMedicareR3,Georgia,30501
familyPreMedicareR3,Georgia,39836
familyPreMedicareR3,Georgia,31516
familyPreMedicareR3,Georgia,30230
familyPreMedicareR3,Georgia,30546
familyPreMedicareR3,Georgia,31542
familyPreMedicareR3,Georgia,30807
familyPreMedicareR3,Georgia,30218
familyPreMedicareR3,Georgia,31052
familyPreMedicareR3,Georgia,30205
familyPreMedicareR3,Georgia,39851
familyPreMedicareR3,Georgia,31087
familyPreMedicareR3,Georgia,30513
familyPreMedicareR3,Georgia,30014
familyPreMedicareR3,Georgia,30103
familyPreMedicareR3,Georgia,31625
familyPreMedicareR3,Georgia,30426
familyPreMedicareR3,Georgia,31011
familyPreMedicareR3,Georgia,30214
familyPreMedicareR3,Georgia,30108
familyPreMedicareR3,Georgia,30204
familyPreMedicareR3,Georgia,30457
familyPreMedicareR3,Georgia,31648
familyPreMedicareR3,Georgia,30442
familyPreMedicareR3,Georgia,31024
familyPreMedicareR3,Georgia,31007
familyPreMedicareR3,Georgia,31316
familyPreMedicareR3,Georgia,39870
familyPreMedicareR3,Georgia,31763
familyPreMedicareR3,Georgia,30707
familyPreMedicareR3,Georgia,30619
familyPreMedicareR3,Georgia,30132
familyPreMedicareR3,Georgia,31001
familyPreMedicareR3,Georgia,31635
familyPreMedicareR3,Georgia,31804
familyPreMedicareR3,Georgia,31806
familyPreMedicareR3,Georgia,31824
familyPreMedicareR3,Georgia,31050
familyPreMedicareR3,Georgia,30624
familyPreMedicareR3,Georgia,30122
familyPreMedicareR3,Georgia,39826
familyPreMedicareR3,Georgia,31537
familyPreMedicareR3,Georgia,31750
familyPreMedicareR3,Georgia,30525
familyPreMedicareR3,Georgia,30738
familyPreMedicareR3,Georgia,30006
familyPreMedicareR3,Georgia,30538
familyPreMedicareR3,Georgia,31626
familyPreMedicareR3,Georgia,31003
familyPreMedicareR3,Georgia,30424
familyPreMedicareR3,Georgia,30660
familyPreMedicareR3,Georgia,30413
familyPreMedicareR3,Georgia,39813
familyPreMedicareR3,Georgia,30521
familyPreMedicareR3,Georgia,31036
familyPreMedicareR3,Georgia,30216
familyPreMedicareR3,Georgia,30170
familyPreMedicareR3,Georgia,30517
familyPreMedicareR3,Georgia,30229
familyPreMedicareR3,Georgia,31014
familyPreMedicareR3,Georgia,31006
familyPreMedicareR3,Georgia,31041
familyPreMedicareR3,Georgia,31820
familyPreMedicareR3,Georgia,31620
familyPreMedicareR3,Georgia,31772
familyPreMedicareR3,Georgia,30806
familyPreMedicareR3,Georgia,30139
familyPreMedicareR3,Georgia,31304
familyPreMedicareR3,Georgia,31301
familyPreMedicareR3,Georgia,31032
familyPreMedicareR3,Georgia,31513
familyPreMedicareR3,Georgia,31004
familyPreMedicareR3,Georgia,31727
familyPreMedicareR3,Georgia,30415
familyPreMedicareR3,Georgia,30236
familyPreMedicareR3,Georgia,30802
familyPreMedicareR3,Georgia,30003
familyPreMedicareR3,Georgia,31701
familyPreMedicareR3,Georgia,31002
familyPreMedicareR3,Georgia,30642
familyPreMedicareR3,Georgia,31302
familyPreMedicareR3,Georgia,30436
familyPreMedicareR3,Georgia,30817
familyPreMedicareR3,Georgia,30110
familyPreMedicareR3,Georgia,30411
familyPreMedicareR3,Georgia,31722
familyPreMedicareR3,Georgia,30410
familyPreMedicareR3,Georgia,31623
familyPreMedicareR3,Georgia,39823
familyPreMedicareR3,Georgia,30726
familyPreMedicareR3,Georgia,31545
familyPreMedicareR3,Georgia,31716
familyPreMedicareR3,Georgia,30454
familyPreMedicareR3,Georgia,31501
familyPreMedicareR3,Georgia,30018
familyPreMedicareR3,Georgia,30627
familyPreMedicareR3,Georgia,39815
familyPreMedicareR3,Georgia,31510
familyPreMedicareR3,Georgia,31709
familyPreMedicareR3,Georgia,30621
familyPreMedicareR3,Georgia,31005
familyPreMedicareR3,Georgia,30512
familyPreMedicareR3,Georgia,30705
familyPreMedicareR3,Georgia,30510
familyPreMedicareR3,Hawaii,96703
familyPreMedicareR3,Hawaii,96701
familyPreMedicareR3,Hawaii,96708
familyPreMedicareR3,Hawaii,96704
familyPreMedicareR3,Iowa,50065
familyPreMedicareR3,Iowa,50050
familyPreMedicareR3,Iowa,51010
familyPreMedicareR3,Iowa,50049
familyPreMedicareR3,Iowa,52501
familyPreMedicareR3,Iowa,50424
familyPreMedicareR3,Iowa,50607
familyPreMedicareR3,Iowa,51003
familyPreMedicareR3,Iowa,50514
familyPreMedicareR3,Iowa,50010
familyPreMedicareR3,Iowa,52203
familyPreMedicareR3,Iowa,52619
familyPreMedicareR3,Iowa,52640
familyPreMedicareR3,Iowa,51446
familyPreMedicareR3,Iowa,50008
familyPreMedicareR3,Iowa,50603
familyPreMedicareR3,Iowa,52205
familyPreMedicareR3,Iowa,50847
familyPreMedicareR3,Iowa,50058
familyPreMedicareR3,Iowa,50149
familyPreMedicareR3,Iowa,52001
familyPreMedicareR3,Iowa,50839
familyPreMedicareR3,Iowa,50002
familyPreMedicareR3,Iowa,50510
familyPreMedicareR3,Iowa,51230
familyPreMedicareR3,Iowa,50071
familyPreMedicareR3,Iowa,50001
familyPreMedicareR3,Iowa,50041
familyPreMedicareR3,Iowa,50654
familyPreMedicareR3,Iowa,50602
familyPreMedicareR3,Iowa,52630
familyPreMedicareR3,Iowa,50401
familyPreMedicareR3,Iowa,50074
familyPreMedicareR3,Iowa,51047
familyPreMedicareR3,Iowa,50174
familyPreMedicareR3,Iowa,51601
familyPreMedicareR3,Iowa,50426
familyPreMedicareR3,Iowa,50025
familyPreMedicareR3,Iowa,51639
familyPreMedicareR3,Iowa,52216
familyPreMedicareR3,Iowa,51232
familyPreMedicareR3,Iowa,50031
familyPreMedicareR3,Iowa,51012
familyPreMedicareR3,Iowa,52535
familyPreMedicareR3,Iowa,52035
familyPreMedicareR3,Iowa,52235
familyPreMedicareR3,Iowa,50028
familyPreMedicareR3,Iowa,50003
familyPreMedicareR3,Iowa,51533
familyPreMedicareR3,Iowa,52201
familyPreMedicareR3,Iowa,50609
familyPreMedicareR3,Iowa,50434
familyPreMedicareR3,Iowa,50044
familyPreMedicareR3,Iowa,52722
familyPreMedicareR3,Iowa,50451
familyPreMedicareR3,Iowa,52720
familyPreMedicareR3,Iowa,50005
familyPreMedicareR3,Iowa,50020
familyPreMedicareR3,Iowa,52533
familyPreMedicareR3,Iowa,52037
familyPreMedicareR3,Iowa,51331
familyPreMedicareR3,Iowa,50628
familyPreMedicareR3,Iowa,50104
familyPreMedicareR3,Iowa,50501
familyPreMedicareR3,Iowa,50112
familyPreMedicareR3,Iowa,52030
familyPreMedicareR3,Iowa,50027
familyPreMedicareR3,Iowa,51432
familyPreMedicareR3,Iowa,52206
familyPreMedicareR3,Iowa,50007
familyPreMedicareR3,Iowa,50540
familyPreMedicareR3,Iowa,50435
familyPreMedicareR3,Iowa,51001
familyPreMedicareR3,Iowa,51501
familyPreMedicareR3,Iowa,50423
familyPreMedicareR3,Iowa,50150
familyPreMedicareR3,Iowa,50033
familyPreMedicareR3,Iowa,51006
familyPreMedicareR3,Iowa,52101
familyPreMedicareR3,Iowa,50006
familyPreMedicareR3,Iowa,50026
familyPreMedicareR3,Iowa,50034
familyPreMedicareR3,Iowa,51004
familyPreMedicareR3,Iowa,51529
familyPreMedicareR3,Iowa,52140
familyPreMedicareR3,Iowa,51009
familyPreMedicareR3,Iowa,50606
familyPreMedicareR3,Iowa,50515
familyPreMedicareR3,Iowa,50535
familyPreMedicareR3,Iowa,50622
familyPreMedicareR3,Iowa,52202
familyPreMedicareR3,Iowa,50519
familyPreMedicareR3,Iowa,52601
familyPreMedicareR3,Iowa,50538
familyPreMedicareR3,Iowa,50613
familyPreMedicareR3,Iowa,50833
familyPreMedicareR3,Iowa,50173
familyPreMedicareR3,Iowa,52537
familyPreMedicareR3,Iowa,52544
familyPreMedicareR3,Idaho,83611
familyPreMedicareR3,Idaho,83824
familyPreMedicareR3,Idaho,83802
familyPreMedicareR3,Idaho,83501
familyPreMedicareR3,Idaho,83211
familyPreMedicareR3,Idaho,83201
familyPreMedicareR3,Idaho,83440
familyPreMedicareR3,Idaho,83423
familyPreMedicareR3,Idaho,83801
familyPreMedicareR3,Idaho,83228
familyPreMedicareR3,Idaho,83401
familyPreMedicareR3,Idaho,83610
familyPreMedicareR3,Idaho,83605
familyPreMedicareR3,Idaho,83602
familyPreMedicareR3,Idaho,83243
familyPreMedicareR3,Idaho,83220
familyPreMedicareR3,Idaho,83422
familyPreMedicareR3,Idaho,83522
familyPreMedicareR3,Idaho,83203
familyPreMedicareR3,Idaho,83604
familyPreMedicareR3,Idaho,83213
familyPreMedicareR3,Idaho,83623
familyPreMedicareR3,Idaho,83322
familyPreMedicareR3,Idaho,83804
familyPreMedicareR3,Idaho,83301
familyPreMedicareR3,Idaho,83226
familyPreMedicareR3,Idaho,83313
familyPreMedicareR3,Idaho,83325
familyPreMedicareR3,Idaho,83229
familyPreMedicareR3,Idaho,83617
familyPreMedicareR3,Idaho,83619
familyPreMedicareR3,Idaho,83425
familyPreMedicareR3,Idaho,83612
familyPreMedicareR3,Idaho,83324
familyPreMedicareR3,Idaho,83523
familyPreMedicareR3,Idaho,83420
familyPreMedicareR3,Idaho,83336
familyPreMedicareR3,Idaho,83314
familyPreMedicareR3,Idaho,83535
familyPreMedicareR3,Idaho,83805
familyPreMedicareR3,Idaho,83217
familyPreMedicareR3,Idaho,83311
familyPreMedicareR3,Idaho,83616
familyPreMedicareR3,Idaho,83520
familyPreMedicareR3,Illinois,61727
familyPreMedicareR3,Illinois,60004
familyPreMedicareR3,Illinois,61516
familyPreMedicareR3,Illinois,60401
familyPreMedicareR3,Illinois,62908
familyPreMedicareR3,Illinois,62812
familyPreMedicareR3,Illinois,60012
familyPreMedicareR3,Illinois,60407
familyPreMedicareR3,Illinois,60530
familyPreMedicareR3,Illinois,62476
familyPreMedicareR3,Illinois,61401
familyPreMedicareR3,Illinois,61326
familyPreMedicareR3,Illinois,61534
familyPreMedicareR3,Illinois,62301
familyPreMedicareR3,Illinois,60932
familyPreMedicareR3,Illinois,61452
familyPreMedicareR3,Illinois,61532
familyPreMedicareR3,Illinois,62217
familyPreMedicareR3,Illinois,62905
familyPreMedicareR3,Illinois,60919
familyPreMedicareR3,Illinois,62917
familyPreMedicareR3,Illinois,62022
familyPreMedicareR3,Illinois,61957
familyPreMedicareR3,Illinois,60901
familyPreMedicareR3,Illinois,61016
familyPreMedicareR3,Illinois,61418
familyPreMedicareR3,Illinois,62238
familyPreMedicareR3,Illinois,62901
familyPreMedicareR3,Illinois,62016
familyPreMedicareR3,Illinois,60101
familyPreMedicareR3,Illinois,62428
familyPreMedicareR3,Illinois,62083
familyPreMedicareR3,Illinois,62001
familyPreMedicareR3,Illinois,62417
familyPreMedicareR3,Illinois,61917
familyPreMedicareR3,Illinois,60113
familyPreMedicareR3,Illinois,62841
familyPreMedicareR3,Illinois,62601
familyPreMedicareR3,Illinois,62801
familyPreMedicareR3,Illinois,62420
familyPreMedicareR3,Illinois,62413
familyPreMedicareR3,Illinois,61411
familyPreMedicareR3,Illinois,62215
familyPreMedicareR3,Illinois,61723
familyPreMedicareR3,Illinois,62909
familyPreMedicareR3,Illinois,62432
familyPreMedicareR3,Illinois,62236
familyPreMedicareR3,Illinois,62312
familyPreMedicareR3,Illinois,61912
familyPreMedicareR3,Illinois,62824
